Unnamed: 0,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file,released_amount_imputed
1121,AN10410,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,1500000.0,930000.0,ongoing,730,2024-04-06,2026-04-06,,Rural Dev Dept,sanitation,31.7,synthetic,sample_projects_synthetic.csv,False
1123,WE09723,Kolkata Constituency,Kolkata,West Bengal,750000,750000.0,307500.0,completed,730,2023-08-13,2025-08-12,2026-01-18,Jal Nigam,road,100.0,synthetic,sample_projects_synthetic.csv,False
1124,MA10128,Nagpur Constituency,Nagpur,Maharashtra,200000,200000.0,163740.4,completed,270,2024-09-28,2025-06-25,2025-12-29,Jal Nigam,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
1125,UT10134,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,2000000,1000000.0,870664.76,stalled,730,2024-08-15,2026-08-15,,Rural Dev Dept,road,90.5,synthetic,sample_projects_synthetic.csv,False
1127,UT10058,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,300000,300000.0,198377.08,ongoing,545,2023-04-22,2024-10-18,,PWD,electricity,32.4,synthetic,sample_projects_synthetic.csv,False
1128,BI09832,Patna Constituency,Patna,Bihar,1500000,1500000.0,991044.7,ongoing,730,2024-04-09,2026-04-09,,PWD,sanitation,40.6,synthetic,sample_projects_synthetic.csv,False
1129,WE09241,Kolkata Constituency,Kolkata,West Bengal,200000,200000.0,171629.03,completed,180,2023-01-19,2023-07-18,2023-08-22,Rural Dev Dept,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
1132,BI09697,Gaya Constituency,Gaya,Bihar,200000,140000.0,128073.33,sanctioned,270,2023-06-27,2024-03-23,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,True
1133,RA10466,Jodhpur Constituency,Jodhpur,Rajasthan,200000,200000.0,147413.84,ongoing,270,2024-11-05,2025-08-02,,Jal Nigam,sanitation,94.9,synthetic,sample_projects_synthetic.csv,False
1134,AN09511,Krishna Constituency,Krishna,Andhra Pradesh,300000,300000.0,124044.89,completed,270,2023-08-17,2024-05-13,2024-06-17,Zilla Parishad,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1135,KE10686,Kozhikode Constituency,Kozhikode,Kerala,2000000,0.0,0.0,recommended,545,2024-11-09,2026-05-08,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,False
1136,TA09184,Madurai Constituency,Madurai,Tamil Nadu,500000,500000.0,210000.0,ongoing,365,2023-03-25,2024-03-24,,PWD,irrigation,76.4,synthetic,sample_projects_synthetic.csv,False
1137,TA09881,Coimbatore Constituency,Coimbatore,Tamil Nadu,750000,750000.0,361401.02,ongoing,545,2023-08-25,2025-02-20,,Rural Dev Dept,community hall,74.3,synthetic,sample_projects_synthetic.csv,False
1138,UT09494,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,375000.0,196156.45,ongoing,730,2023-11-05,2025-11-04,,PWD,sanitation,59.6,synthetic,sample_projects_synthetic.csv,False
1139,KE09576,Ernakulam Constituency,Ernakulam,Kerala,500000,0.0,0.0,recommended,90,2024-04-16,2024-07-15,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv,False
1140,BI09179,Muzaffarpur Constituency,Muzaffarpur,Bihar,200000,200000.0,167412.89,completed,90,2024-04-07,2024-07-06,2024-10-25,Rural Dev Dept,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1141,WE09327,Howrah Constituency,Howrah,West Bengal,1500000,1500000.0,843180.06,sanctioned,365,2024-11-01,2025-11-01,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
1142,TA09476,Coimbatore Constituency,Coimbatore,Tamil Nadu,200000,200000.0,187588.38,sanctioned,365,2024-04-14,2025-04-14,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
1143,MA09685,Pune Constituency,Pune,Maharashtra,1500000,1050000.0,665303.42,ongoing,270,2023-06-18,2024-03-14,,Rural Dev Dept,electricity,55.8,synthetic,sample_projects_synthetic.csv,True
1144,TA09836,Chennai Constituency,Chennai,Tamil Nadu,500000,500000.0,464642.66,completed,90,2024-01-17,2024-04-16,2024-05-04,Rural Dev Dept,road,100.0,synthetic,sample_projects_synthetic.csv,False
1145,BI09230,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,0.0,0.0,recommended,545,2023-05-30,2024-11-25,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,False
1146,WE09834,Kolkata Constituency,Kolkata,West Bengal,1500000,750000.0,425284.32,stalled,180,2024-04-24,2024-10-21,,PWD,school,58.2,synthetic,sample_projects_synthetic.csv,False
1147,TA09482,Chennai Constituency,Chennai,Tamil Nadu,200000,200000.0,117515.84,completed,545,2024-11-22,2026-05-21,2026-07-01,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
1148,AN09248,Guntur Constituency,Guntur,Andhra Pradesh,500000,0.0,0.0,recommended,90,2024-01-27,2024-04-26,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
1150,UT09679,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,500000.0,397270.08,ongoing,365,2023-11-18,2024-11-17,,PWD,irrigation,94.1,synthetic,sample_projects_synthetic.csv,False
1153,WE10018,Kolkata Constituency,Kolkata,West Bengal,500000,250000.0,158947.87,sanctioned,90,2024-09-04,2024-12-03,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,False
1154,AN10407,Guntur Constituency,Guntur,Andhra Pradesh,1000000,1000000.0,841135.22,sanctioned,545,2024-07-22,2026-01-18,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,False
1156,MA09030,Nagpur Constituency,Nagpur,Maharashtra,200000,140000.0,72800.0,sanctioned,545,2023-05-29,2024-11-24,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,True
1157,AN09734,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,750000,375000.0,288685.72,completed,180,2024-01-18,2024-07-16,2024-09-12,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1159,BI10282,Patna Constituency,Patna,Bihar,300000,0.0,0.0,recommended,730,2024-04-15,2026-04-15,,PWD,school,,synthetic,sample_projects_synthetic.csv,False
1161,BI09198,Gaya Constituency,Gaya,Bihar,500000,500000.0,269316.81,stalled,365,2023-01-24,2024-01-24,,PWD,community hall,38.0,synthetic,sample_projects_synthetic.csv,False
1162,KA09478,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,500000,350000.0,154000.0,ongoing,90,2023-09-28,2023-12-27,,Zilla Parishad,electricity,35.5,synthetic,sample_projects_synthetic.csv,True
1163,UT09472,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,500000,250000.0,111985.35,sanctioned,545,2024-01-01,2025-06-29,,PWD,school,,synthetic,sample_projects_synthetic.csv,False
1164,KA10180,Belagavi Constituency,Belagavi,Karnataka,500000,0.0,0.0,recommended,545,2023-12-10,2025-06-07,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
1165,KA10118,Mysuru Constituency,Mysuru,Karnataka,1500000,750000.0,655407.23,completed,270,2023-06-22,2024-03-18,2024-03-08,Zilla Parishad,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1166,UT09880,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,300000,300000.0,238997.29,sanctioned,180,2023-07-26,2024-01-22,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,False
1167,MA09740,Pune Constituency,Pune,Maharashtra,1000000,500000.0,203848.98,completed,730,2023-12-12,2025-12-11,2026-03-29,Zilla Parishad,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1168,KE10702,Kozhikode Constituency,Kozhikode,Kerala,2000000,0.0,0.0,recommended,730,2024-11-14,2026-11-14,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,False
1169,KA10433,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,2000000,2000000.0,1281593.41,sanctioned,545,2024-07-21,2026-01-17,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,False
1170,MA09883,Pune Constituency,Pune,Maharashtra,500000,500000.0,343061.73,completed,180,2023-05-22,2023-11-18,2023-11-14,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1171,AN09500,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,680083.21,ongoing,365,2024-04-05,2025-04-05,,Rural Dev Dept,electricity,35.3,synthetic,sample_projects_synthetic.csv,False
1172,AN09274,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,300000.0,124263.85,stalled,270,2023-03-13,2023-12-08,,PWD,electricity,64.4,synthetic,sample_projects_synthetic.csv,False
1173,TA10130,Chennai Constituency,Chennai,Tamil Nadu,200000,200000.0,108246.88,completed,270,2023-01-18,2023-10-15,2023-10-07,PWD,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
1174,UT10063,Varanasi Constituency,Varanasi,Uttar Pradesh,1500000,1500000.0,773848.06,ongoing,90,2023-05-01,2023-07-30,,Jal Nigam,electricity,55.9,synthetic,sample_projects_synthetic.csv,False
1175,WE10614,Howrah Constituency,Howrah,West Bengal,750000,0.0,0.0,recommended,90,2023-03-26,2023-06-24,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv,False
1176,MA10194,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,465000.0,completed,180,2024-11-10,2025-05-09,2025-08-12,Jal Nigam,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1177,KE10165,Ernakulam Constituency,Ernakulam,Kerala,1500000,1500000.0,1241996.2,stalled,365,2024-06-04,2025-06-04,,Zilla Parishad,electricity,74.7,synthetic,sample_projects_synthetic.csv,False
1178,KA10107,Belagavi Constituency,Belagavi,Karnataka,1000000,1000000.0,932117.63,stalled,545,2023-06-28,2024-12-24,,Zilla Parishad,community hall,61.5,synthetic,sample_projects_synthetic.csv,False
1179,UT09973,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,150000.0,76327.3,stalled,545,2023-08-11,2025-02-06,,Rural Dev Dept,road,24.4,synthetic,sample_projects_synthetic.csv,False
1180,AN09311,Krishna Constituency,Krishna,Andhra Pradesh,500000,0.0,0.0,recommended,180,2024-02-22,2024-08-20,,PWD,school,,synthetic,sample_projects_synthetic.csv,False
1181,WE10322,Howrah Constituency,Howrah,West Bengal,2000000,1000000.0,471443.61,completed,180,2023-05-11,2023-11-07,2024-03-22,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1182,MA09467,Pune Constituency,Pune,Maharashtra,1500000,0.0,0.0,recommended,545,2024-02-11,2025-08-09,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,False
1185,UT09402,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,2000000,0.0,0.0,recommended,180,2024-07-19,2025-01-15,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
1186,WE09651,Kolkata Constituency,Kolkata,West Bengal,200000,200000.0,197028.01,ongoing,365,2024-09-12,2025-09-12,,Zilla Parishad,community hall,45.6,synthetic,sample_projects_synthetic.csv,False
1188,TA09761,Coimbatore Constituency,Coimbatore,Tamil Nadu,1000000,0.0,0.0,recommended,270,2023-01-11,2023-10-08,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
1189,TA09203,Madurai Constituency,Madurai,Tamil Nadu,1500000,1500000.0,945000.0,completed,545,2024-01-04,2025-07-02,2025-11-09,Rural Dev Dept,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
1191,MA09459,Nagpur Constituency,Nagpur,Maharashtra,500000,500000.0,372794.79,completed,730,2023-10-18,2025-10-17,2025-12-15,Rural Dev Dept,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
1192,TA09879,Chennai Constituency,Chennai,Tamil Nadu,1500000,1500000.0,762416.18,ongoing,90,2024-05-27,2024-08-25,,Rural Dev Dept,community hall,22.2,synthetic,sample_projects_synthetic.csv,False
1193,UT09451,Varanasi Constituency,Varanasi,Uttar Pradesh,2000000,0.0,0.0,recommended,545,2023-08-08,2025-02-03,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,False
1194,AN09589,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,500000,250000.0,103461.57,ongoing,180,2024-03-09,2024-09-05,,Rural Dev Dept,electricity,76.8,synthetic,sample_projects_synthetic.csv,False
1196,AN09681,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,200000,200000.0,156897.22,ongoing,180,2024-09-13,2025-03-12,,PWD,irrigation,56.6,synthetic,sample_projects_synthetic.csv,False
1199,AN09163,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,500000,250000.0,122522.04,sanctioned,270,2023-04-15,2024-01-10,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,False
1201,KE10172,Ernakulam Constituency,Ernakulam,Kerala,1000000,0.0,0.0,recommended,180,2023-11-13,2024-05-11,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv,False
1202,MA09405,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,576184.4,stalled,545,2023-06-10,2024-12-06,,PWD,road,33.2,synthetic,sample_projects_synthetic.csv,False
1203,RA10153,Jodhpur Constituency,Jodhpur,Rajasthan,500000,500000.0,433166.53,completed,270,2024-04-23,2025-01-18,2025-06-27,Zilla Parishad,road,100.0,synthetic,sample_projects_synthetic.csv,False
1205,KA09895,Belagavi Constituency,Belagavi,Karnataka,200000,200000.0,127364.4,completed,730,2023-08-20,2025-08-19,2026-03-06,Zilla Parishad,school,100.0,synthetic,sample_projects_synthetic.csv,False
1206,RA09463,Jodhpur Constituency,Jodhpur,Rajasthan,750000,750000.0,577500.0,stalled,545,2023-04-04,2024-09-30,,Jal Nigam,community hall,82.3,synthetic,sample_projects_synthetic.csv,False
1208,RA09166,Jaipur Constituency,Jaipur,Rajasthan,750000,750000.0,722338.43,completed,270,2023-10-02,2024-06-28,2024-09-20,PWD,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1210,AN10038,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,2000000,1000000.0,857071.77,sanctioned,545,2024-06-04,2025-12-01,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv,False
1211,KE09716,Kozhikode Constituency,Kozhikode,Kerala,750000,750000.0,390000.0,completed,90,2023-07-31,2023-10-29,2023-12-27,Zilla Parishad,school,100.0,synthetic,sample_projects_synthetic.csv,False
1212,UT09783,Varanasi Constituency,Varanasi,Uttar Pradesh,1500000,750000.0,564657.52,stalled,365,2023-08-31,2024-08-30,,Zilla Parishad,school,67.2,synthetic,sample_projects_synthetic.csv,False
1214,WE09603,Howrah Constituency,Howrah,West Bengal,2000000,2000000.0,960000.0,ongoing,365,2024-09-07,2025-09-07,,Rural Dev Dept,community hall,86.7,synthetic,sample_projects_synthetic.csv,False
1215,RA10086,Jaipur Constituency,Jaipur,Rajasthan,1000000,0.0,0.0,recommended,365,2024-12-01,2025-12-01,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,False
1216,KA09624,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1000000,500000.0,278318.66,completed,180,2023-05-24,2023-11-20,2023-11-08,PWD,road,100.0,synthetic,sample_projects_synthetic.csv,False
1217,WE09932,Howrah Constituency,Howrah,West Bengal,200000,200000.0,121325.44,stalled,365,2023-02-20,2024-02-20,,PWD,sanitation,79.7,synthetic,sample_projects_synthetic.csv,False
1218,UT10654,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,0.0,recommended,730,2024-07-26,2026-07-26,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
1219,AN09266,Guntur Constituency,Guntur,Andhra Pradesh,2000000,2000000.0,1829198.85,sanctioned,365,2024-05-27,2025-05-27,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,False
1220,RA09464,Jaipur Constituency,Jaipur,Rajasthan,1500000,1500000.0,1456249.97,sanctioned,365,2023-11-17,2024-11-16,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,False
1221,KE09211,Kozhikode Constituency,Kozhikode,Kerala,1000000,1000000.0,587943.26,completed,90,2023-08-30,2023-11-28,2023-11-24,Rural Dev Dept,school,100.0,synthetic,sample_projects_synthetic.csv,False
1222,AN09910,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,417497.13,completed,90,2023-10-10,2024-01-08,2024-07-11,Jal Nigam,school,100.0,synthetic,sample_projects_synthetic.csv,False
1223,UT09629,Varanasi Constituency,Varanasi,Uttar Pradesh,1000000,0.0,0.0,recommended,270,2024-07-03,2025-03-30,,PWD,electricity,,synthetic,sample_projects_synthetic.csv,False
1224,KA10196,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,200000,140000.0,74200.0,sanctioned,545,2023-07-08,2025-01-03,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,True
1225,MA10446,Pune Constituency,Pune,Maharashtra,2000000,0.0,0.0,recommended,180,2023-11-05,2024-05-03,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv,False
1226,TA09985,Madurai Constituency,Madurai,Tamil Nadu,200000,200000.0,142459.25,stalled,180,2023-08-20,2024-02-16,,PWD,electricity,10.6,synthetic,sample_projects_synthetic.csv,False
1228,AN10160,Krishna Constituency,Krishna,Andhra Pradesh,1000000,1000000.0,627769.58,completed,270,2023-02-20,2023-11-17,2024-01-23,Rural Dev Dept,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
1232,UT09192,Varanasi Constituency,Varanasi,Uttar Pradesh,500000,250000.0,216820.39,sanctioned,730,2023-04-15,2025-04-14,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,False
1234,TA10225,Madurai Constituency,Madurai,Tamil Nadu,1000000,1000000.0,431917.88,completed,545,2023-07-14,2025-01-09,2025-01-06,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1236,KE09601,Kozhikode Constituency,Kozhikode,Kerala,750000,375000.0,355202.46,ongoing,365,2024-03-08,2025-03-08,,Zilla Parishad,road,31.1,synthetic,sample_projects_synthetic.csv,False
1237,TA09664,Madurai Constituency,Madurai,Tamil Nadu,750000,750000.0,736728.04,ongoing,545,2024-08-02,2026-01-29,,Rural Dev Dept,irrigation,84.5,synthetic,sample_projects_synthetic.csv,False
1238,UT10360,Lucknow Constituency,Lucknow,Uttar Pradesh,1500000,1500000.0,995942.67,completed,180,2024-05-07,2024-11-03,2024-11-16,Rural Dev Dept,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
1239,KA09785,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,300000,150000.0,84454.13,stalled,365,2023-08-07,2024-08-06,,Rural Dev Dept,drinking water,83.0,synthetic,sample_projects_synthetic.csv,False
1240,KE09390,Ernakulam Constituency,Ernakulam,Kerala,500000,0.0,0.0,recommended,365,2024-06-18,2025-06-18,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
1242,KA09683,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,300000,150000.0,60336.88,ongoing,545,2023-11-06,2025-05-04,,Zilla Parishad,sanitation,17.6,synthetic,sample_projects_synthetic.csv,False
1243,AN09534,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1000000,1000000.0,607580.49,ongoing,730,2024-06-05,2026-06-05,,Rural Dev Dept,community hall,20.2,synthetic,sample_projects_synthetic.csv,False
1244,MA10358,Pune Constituency,Pune,Maharashtra,500000,0.0,0.0,recommended,90,2024-02-27,2024-05-27,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,False
1245,KE09281,Ernakulam Constituency,Ernakulam,Kerala,750000,750000.0,707119.48,stalled,365,2023-12-18,2024-12-17,,PWD,community hall,70.6,synthetic,sample_projects_synthetic.csv,False
1249,WE09625,Howrah Constituency,Howrah,West Bengal,300000,0.0,0.0,recommended,270,2023-06-27,2024-03-23,,PWD,school,,synthetic,sample_projects_synthetic.csv,False
1250,TA09524,Coimbatore Constituency,Coimbatore,Tamil Nadu,2000000,0.0,0.0,recommended,270,2024-10-24,2025-07-21,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
1251,UT10188,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,150000.0,79699.35,sanctioned,730,2023-06-16,2025-06-15,,PWD,electricity,,synthetic,sample_projects_synthetic.csv,False
1252,BI10311,Patna Constituency,Patna,Bihar,200000,0.0,0.0,recommended,180,2024-11-30,2025-05-29,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,False
1254,UT09131,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,0.0,recommended,270,2024-11-29,2025-08-26,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
1255,TA09633,Madurai Constituency,Madurai,Tamil Nadu,1000000,0.0,0.0,recommended,180,2023-10-25,2024-04-22,,PWD,electricity,,synthetic,sample_projects_synthetic.csv,False
1256,RA10088,Jaipur Constituency,Jaipur,Rajasthan,200000,200000.0,144653.14,completed,90,2024-03-30,2024-06-28,2024-11-04,PWD,school,100.0,synthetic,sample_projects_synthetic.csv,False
1257,WE09271,Howrah Constituency,Howrah,West Bengal,750000,0.0,0.0,recommended,180,2024-07-10,2025-01-06,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,False
1258,AN10007,Guntur Constituency,Guntur,Andhra Pradesh,2000000,1000000.0,505146.51,ongoing,545,2024-07-03,2025-12-30,,Rural Dev Dept,school,69.3,synthetic,sample_projects_synthetic.csv,False
